alert_id,rise_days,flux_g,flux_r,color_g_minus_r,class,class_probability,gw_overlap
SIM00322,32.651446,2.97619066,2.47377168,-0.200753,SN II,0.5800,0.050139
SIM00323,35.057016,5.99287623,7.25620596,0.207686,AGN flare,0.6700,0.084290
SIM00324,28.659419,3.97640437,5.37865433,0.327958,SN II,0.5800,0.254051
SIM00325,43.429878,1.64986849,1.17191923,-0.371379,SN II,0.5800,0.650697
SIM00326,36.963112,1.26981202,1.53724630,0.207510,SN II,0.5800,0.165997
SIM00327,38.882572,1.51925130,1.45437305,-0.047384,SN II,0.5800,0.574963
SIM00328,20.303845,1.95599343,2.46093809,0.249333,SN Ia,0.9100,0.363266
SIM00329,29.375104,3.48940775,3.38478218,-0.033052,SN II,0.5800,0.786242
SIM00330,42.576565,4.61628200,4.17622017,-0.108772,AGN flare,0.6700,0.060638
SIM00331,43.853853,5.46238441,5.09328027,-0.075962,AGN flare,0.6700,0.605823
SIM00332,44.007710,4.93438440,4.51998699,-0.095239,AGN flare,0.6700,0.428562
SIM00333,40.077457,3.38014333,3.78997711,0.124254,SN II,0.5800,0.896116
SIM00334,36.529183,0.98797176,0.87349665,-0.133708,SN II,0.5800,0.422500
SIM00335,26.812293,6.63379044,4.84006394,-0.342277,SN II,0.5800,0.833231
SIM00336,36.717106,5.19216334,4.62982130,-0.124460,AGN flare,0.6700,0.851183
SIM00337,36.509447,6.07181454,5.72449018,-0.063954,AGN flare,0.6700,0.085064
SIM00338,25.361672,2.79822212,3.42818279,0.220454,SN II,0.5800,0.931723
SIM00339,11.297418,1.88748317,1.93604066,0.027578,SN II,0.5800,0.206586
SIM00340,12.208323,2.72103736,2.78036201,0.023417,SN Ia,0.9100,0.087701
SIM00341,36.489298,2.99406658,3.31057923,0.109106,SN II,0.5800,0.896929
SIM00342,39.944136,3.24174779,3.60654181,0.115779,SN II,0.5800,0.189151
SIM00343,9.461818,0.79586704,0.75923968,-0.051154,SN II,0.5800,0.564431
SIM00344,18.709617,1.54615689,1.13057484,-0.339886,SN II,0.5800,0.997142
SIM00345,17.457778,1.49338538,1.86843909,0.243268,SN Ia,0.9100,0.156155
SIM00346,27.277345,2.74819976,1.96331137,-0.365148,SN II,0.5800,0.033579
SIM00347,44.577804,4.43623794,4.86668064,0.100545,AGN flare,0.6700,0.261597
SIM00348,35.284395,4.67486026,5.78314936,0.230989,AGN flare,0.6700,0.818831
SIM00349,43.392601,0.99352120,0.83524570,-0.188407,SN II,0.5800,0.180735
SIM00350,4.680880,0.14487396,0.18970765,0.292736,SN II,0.5800,0.458281
SIM00351,42.677023,2.26527055,2.53403975,0.121733,SN II,0.5800,0.397397
SIM00352,6.276306,0.55751594,0.61055429,0.098667,SN II,0.5800,0.640633
SIM00353,43.082481,3.32898817,3.37506271,0.014924,SN II,0.5800,0.159728
SIM00354,43.493813,3.34881708,2.43473123,-0.346101,SN II,0.5800,0.255862
SIM00355,16.488481,5.05797160,6.50481719,0.273147,SN Ia,0.9100,0.047042
SIM00356,35.600423,4.91030469,6.82433271,0.357379,AGN flare,0.6700,0.055768
SIM00357,7.371093,1.35091438,1.58573359,0.174006,SN II,0.5800,0.298793
SIM00358,27.024475,2.26896887,2.10275076,-0.082602,SN II,0.5800,0.257011
SIM00359,6.462317,0.31493893,0.27302693,-0.155052,SN II,0.5800,0.143149
SIM00360,30.816279,1.76068371,1.47293980,-0.193741,SN II,0.5800,0.036013
SIM00361,41.817873,3.23937698,4.23297932,0.290462,AGN flare,0.6700,0.888708
SIM00362,7.149563,0.31032782,0.41898756,0.325951,SN II,0.5800,0.842249
SIM00363,28.648308,2.54044048,3.24196426,0.264748,SN II,0.5800,0.477538
SIM00364,28.640059,1.26922978,0.93886003,-0.327349,SN II,0.5800,0.713724
SIM00365,25.348460,2.66809066,2.36520300,-0.130830,SN II,0.5800,0.411782
SIM00366,7.850204,0.77242225,0.72156304,-0.073951,SN II,0.5800,0.167798
SIM00367,22.604305,3.52080323,2.74593682,-0.269878,SN II,0.5800,0.978622
SIM00368,3.501529,0.29884739,0.25336610,-0.179252,SN II,0.5800,0.477455
SIM00369,13.594259,0.82117726,0.78422097,-0.049996,SN Ia,0.9100,0.991021
SIM00370,44.915768,2.43994771,2.20229690,-0.111262,SN II,0.5800,0.896199
SIM00371,3.529224,0.16384027,0.22692563,0.353657,SN II,0.5800,0.016029
SIM00372,36.509015,1.52686659,1.07086196,-0.385169,SN II,0.5800,0.832245
SIM00373,24.169813,1.81038176,2.42299134,0.316454,SN Ia,0.9100,0.218265
SIM00374,26.138953,1.13504589,1.40667601,0.232952,SN II,0.5800,0.711618
SIM00375,9.655307,0.26865235,0.30249960,0.128835,SN II,0.5800,0.495480
SIM00376,13.051092,1.25206361,1.49675480,0.193811,SN Ia,0.9100,0.811584
SIM00377,26.649056,1.00864866,1.22339064,0.209563,SN II,0.5800,0.408123
SIM00378,32.752863,2.15476848,2.01396208,-0.073373,SN II,0.5800,0.841908
SIM00379,39.038235,1.35748891,1.81516789,0.315451,SN II,0.5800,0.476614
SIM00380,39.368602,1.46347262,1.87637090,0.269835,SN II,0.5800,0.367101
SIM00381,8.193476,0.76743668,0.53969804,-0.382229,SN II,0.5800,0.519823
SIM00382,20.613765,1.57972936,1.89601166,0.198146,SN Ia,0.9100,0.816536
SIM00383,39.080763,3.21809271,3.11180678,-0.036465,SN II,0.5800,0.751316
SIM00384,3.693152,0.41796351,0.43734133,0.049205,SN II,0.5800,0.513314
SIM00385,24.342462,1.40336693,1.93271469,0.347491,SN Ia,0.9100,0.223699
SIM00386,9.025328,0.35218518,0.44798221,0.261224,SN II,0.5800,0.030074
SIM00387,5.244741,0.28590427,0.20367281,-0.368219,SN II,0.5800,0.599398
SIM00388,26.365231,4.17184279,3.22068433,-0.280949,SN II,0.5800,0.869526
SIM00389,32.552318,0.83726866,0.87537638,0.048325,SN II,0.5800,0.500756
SIM00390,13.303405,0.84829420,0.67513041,-0.247897,SN II,0.5800,0.591812
SIM00391,38.887971,2.05313044,2.51016747,0.218215,SN II,0.5800,0.164323
SIM00392,37.344609,4.36895861,4.34422530,-0.006164,AGN flare,0.6700,0.839723
SIM00393,24.127079,4.21203946,5.23908207,0.236907,SN Ia,0.9100,0.338549
SIM00394,11.576592,1.05912074,1.46884651,0.355077,SN II,0.5800,0.804378
SIM00395,41.161917,6.29038800,4.63908077,-0.330614,AGN flare,0.6700,0.517374
SIM00396,43.145884,3.37245289,3.35726099,-0.004902,SN II,0.5800,0.632690
SIM00397,17.035007,1.19221723,1.19594693,0.003391,SN Ia,0.9100,0.504775
SIM00398,1.916429,0.04606636,0.05728838,0.236707,SN II,0.5800,0.936935
SIM00399,28.861307,6.69232329,8.82884456,0.300817,SN II,0.5800,0.034374
SIM00400,29.229271,2.92132065,2.60407450,-0.124815,SN II,0.5800,0.542254
SIM00401,41.672882,2.57522778,2.74059217,0.067572,SN II,0.5800,0.433691
SIM00402,42.838098,1.81534089,2.09356741,0.154822,SN II,0.5800,0.120381
SIM00403,27.148723,5.18307243,4.60198816,-0.129104,SN II,0.5800,0.466417
SIM00404,24.488586,1.00576659,0.79652541,-0.253244,SN II,0.5800,0.293599
SIM00405,18.887937,1.36321400,1.03807799,-0.295835,SN II,0.5800,0.546315
SIM00406,37.948878,4.04273858,4.67037432,0.156690,AGN flare,0.6700,0.201192
SIM00407,32.255833,3.39365124,3.83129576,0.131696,SN II,0.5800,0.468966
SIM00408,14.662200,0.91651268,0.97032540,0.061947,SN Ia,0.9100,0.383172
SIM00409,26.770066,1.11913278,1.45857208,0.287616,SN II,0.5800,0.238541
SIM00410,25.492741,2.36856383,3.29528186,0.358519,SN II,0.5800,0.295504
SIM00411,34.973658,0.94807035,1.24186887,0.293088,SN II,0.5800,0.439986
SIM00412,3.728742,0.15290650,0.18574915,0.211252,SN II,0.5800,0.109244
SIM00413,10.907351,2.60614597,2.10619629,-0.231250,SN II,0.5800,0.337016
SIM00414,16.507984,3.17048182,4.10575748,0.280670,SN Ia,0.9100,0.821194
SIM00415,23.781819,5.19394528,6.39782865,0.226338,SN Ia,0.9100,0.475238
SIM00416,35.537459,6.24861129,4.93072197,-0.257182,AGN flare,0.6700,0.870826
SIM00417,1.190247,0.02943314,0.03086118,0.051440,kilonova,0.7200,0.962742
SIM00418,26.166195,3.93645832,5.16043270,0.293951,SN II,0.5800,0.607334
SIM00419,17.700742,2.21816922,2.67542829,0.203497,SN Ia,0.9100,0.292919
SIM00420,18.190116,2.33978544,2.16522724,-0.084181,SN Ia,0.9100,0.787078
SIM00421,38.380918,3.06280866,2.53890945,-0.203682,SN II,0.5800,0.304033
SIM00422,7.379587,0.81259396,0.61883159,-0.295753,SN II,0.5800,0.920162
SIM00423,15.250144,4.15554101,5.69780462,0.342700,SN Ia,0.9100,0.204310
SIM00424,19.763680,1.69417460,1.24218484,-0.336930,SN II,0.5800,0.564935
SIM00425,22.882843,6.11050601,6.58070776,0.080489,SN Ia,0.9100,0.998328
SIM00426,23.767709,3.89743977,3.79089276,-0.030095,SN Ia,0.9100,0.357712
SIM00427,27.167703,4.16198228,4.88422790,0.173739,SN II,0.5800,0.525248
SIM00428,5.354516,0.28310116,0.30941176,0.096488,SN II,0.5800,0.574055
SIM00429,39.712744,4.98928367,5.02976854,0.008775,AGN flare,0.6700,0.624604
SIM00430,44.829470,2.63079638,3.34405856,0.260467,SN II,0.5800,0.170722
SIM00431,14.995421,4.48966636,4.75372844,0.062051,SN Ia,0.9100,0.110512
SIM00432,40.358487,5.50934548,7.67547677,0.360013,AGN flare,0.6700,0.888144
SIM00433,19.519034,1.19546141,1.26494676,0.061342,SN Ia,0.9100,0.504887
SIM00434,9.276760,0.71979146,0.80774231,0.125165,SN II,0.5800,0.353184
SIM00435,44.724948,1.64196227,1.62224614,-0.013116,SN II,0.5800,0.787636
SIM00436,14.496580,0.97662116,0.89177196,-0.098681,SN Ia,0.9100,0.842158
SIM00437,26.792819,2.50888071,2.63056877,0.051424,SN II,0.5800,0.553250
SIM00438,12.704816,2.00281185,2.79988454,0.363750,SN Ia,0.9100,0.574468
SIM00439,19.088421,0.85586348,1.05412179,0.226216,SN Ia,0.9100,0.106646
SIM00440,5.404559,0.23903742,0.30505922,0.264796,SN II,0.5800,0.613004
SIM00441,36.490403,0.65414878,0.81075636,0.233035,SN II,0.5800,0.322822
SIM00442,32.480140,1.67462048,1.48476379,-0.130648,SN II,0.5800,0.099456
SIM00443,40.769624,2.90585461,2.94911375,0.016044,SN II,0.5800,0.385657
SIM00444,3.405870,0.25810957,0.35405637,0.343171,SN II,0.5800,0.439641
SIM00445,28.287834,1.05353879,1.42393802,0.327101,SN II,0.5800,0.854716
SIM00446,14.850914,4.12994853,3.76888194,-0.099330,SN Ia,0.9100,0.602553
SIM00447,43.241276,4.85239458,4.22182347,-0.151140,AGN flare,0.6700,0.389795
SIM00448,32.612493,1.72737654,2.26755385,0.295426,SN II,0.5800,0.484390
SIM00449,35.881284,1.40234741,1.33346023,-0.054689,SN II,0.5800,0.186553
SIM00450,43.748088,2.53735924,1.98020702,-0.269178,SN II,0.5800,0.533750
SIM00451,17.966285,1.06407914,0.83668801,-0.261026,SN II,0.5800,0.825825
SIM00452,16.454892,1.00031832,0.89879682,-0.116192,SN Ia,0.9100,0.237175
SIM00453,2.536296,0.08730991,0.07064466,-0.229960,kilonova,0.7200,0.705871
SIM00454,5.075777,0.34729088,0.27417090,-0.256680,SN II,0.5800,0.443309
SIM00455,37.797869,2.66197129,2.52100146,-0.059076,SN II,0.5800,0.722466
SIM00456,17.583319,2.47844905,3.38471210,0.338354,SN Ia,0.9100,0.504830
SIM00457,11.000012,0.69544587,0.83073180,0.192994,SN II,0.5800,0.260760
SIM00458,40.583164,3.00870637,2.62472157,-0.148241,SN II,0.5800,0.608204
SIM00459,10.351846,0.95255071,1.00886516,0.062363,SN II,0.5800,0.542593
SIM00460,12.898002,1.91579672,2.22283194,0.161393,SN Ia,0.9100,0.567681
SIM00461,14.674714,0.87130757,0.71789910,-0.210270,SN II,0.5800,0.851003
SIM00462,15.125635,1.31469362,1.43747741,0.096941,SN Ia,0.9100,0.361482
SIM00463,23.016084,1.11197947,1.02067570,-0.093022,SN Ia,0.9100,0.226425
SIM00464,6.549833,0.51026282,0.50126418,-0.019318,SN II,0.5800,0.908923
SIM00465,35.099860,6.99415448,5.54298984,-0.252478,AGN flare,0.6700,0.276521
SIM00466,2.301259,0.10825000,0.10240454,-0.060272,kilonova,0.7200,0.412571
SIM00467,29.998797,2.90420183,3.75426175,0.278744,SN II,0.5800,0.352114
SIM00468,28.668398,1.10984347,1.48594749,0.316854,SN II,0.5800,0.734053
SIM00469,32.353831,0.67648928,0.55026258,-0.224227,SN II,0.5800,0.198088
SIM00470,14.335347,0.74150394,0.68043505,-0.093317,SN Ia,0.9100,0.638315
SIM00471,8.905550,1.43354708,1.72261311,0.199439,SN II,0.5800,0.254709
SIM00472,20.137022,2.79262805,1.95673926,-0.386200,SN II,0.5800,0.834275
SIM00473,35.164827,1.12231052,1.45665055,0.283106,SN II,0.5800,0.607387
SIM00474,3.083259,0.04875895,0.06114403,0.245749,SN II,0.5800,0.210139
SIM00475,41.237181,2.10561921,2.49784120,0.185462,SN II,0.5800,0.393635
SIM00476,33.892734,3.45217462,2.63384874,-0.293755,SN II,0.5800,0.946361
SIM00477,19.654932,5.10290613,6.21037708,0.213251,SN Ia,0.9100,0.829989
SIM00478,28.636451,1.46371879,1.74003762,0.187752,SN II,0.5800,0.428350
SIM00479,23.522767,2.60144198,3.20847708,0.227712,SN Ia,0.9100,0.043691
SIM00480,31.920552,3.28360503,3.55444478,0.086052,SN II,0.5800,0.969414
SIM00481,29.050740,2.46270554,1.82626405,-0.324622,SN II,0.5800,0.357826
SIM00482,19.112072,1.32344766,1.05291810,-0.248280,SN II,0.5800,0.706973
SIM00483,30.494713,1.59023590,1.68686989,0.064050,SN II,0.5800,0.445031
SIM00484,42.177114,1.99385804,2.63045649,0.300842,SN II,0.5800,0.141888
SIM00485,25.783815,3.57474754,3.87424749,0.087355,SN II,0.5800,0.760517
SIM00486,8.445294,1.15206061,1.17835659,0.024504,SN II,0.5800,0.766159
SIM00487,37.571522,1.32571955,1.26253120,-0.053024,SN II,0.5800,0.206433
SIM00488,3.654601,0.08594502,0.10237227,0.189904,SN II,0.5800,0.448018
SIM00489,5.971487,0.35173075,0.33558036,-0.051034,SN II,0.5800,0.168095
SIM00490,4.160007,0.15426924,0.18902794,0.220617,SN II,0.5800,0.083972
SIM00491,32.554218,5.71080334,4.43250706,-0.275119,AGN flare,0.6700,0.488876
SIM00492,20.106576,1.84150087,1.29975248,-0.378278,SN II,0.5800,0.919557
SIM00493,29.358297,5.87947304,6.80150768,0.158167,SN II,0.5800,0.251412
SIM00494,11.823493,0.36243082,0.45017785,0.235398,SN II,0.5800,0.839579
SIM00495,14.037876,1.36717579,1.76640074,0.278162,SN Ia,0.9100,0.926704
SIM00496,8.412203,1.59758110,1.94845179,0.215567,SN II,0.5800,0.326673
SIM00497,9.119885,1.06609259,1.02128260,-0.046622,SN II,0.5800,0.551134
SIM00498,17.248145,2.31668395,1.68857786,-0.343364,SN II,0.5800,0.566869
SIM00499,28.641290,5.75433658,7.67419644,0.312594,SN II,0.5800,0.944934
SIM00500,22.752713,1.79403693,1.63203637,-0.102754,SN Ia,0.9100,0.581116
SIM00501,4.530241,0.20189905,0.20396485,0.011053,SN II,0.5800,0.969813
SIM00502,4.945091,0.13540767,0.11287177,-0.197645,SN II,0.5800,0.722950
SIM00503,1.123302,0.03624995,0.04534301,0.243007,SN II,0.5800,0.425444
SIM00504,13.463297,2.16208252,2.15093839,-0.005611,SN Ia,0.9100,0.338669
SIM00505,20.302510,4.69112060,6.25232345,0.311912,SN Ia,0.9100,0.164465
SIM00506,14.012574,1.88335402,1.77726797,-0.062948,SN Ia,0.9100,0.195416
SIM00507,4.741841,0.22618664,0.31211654,0.349625,SN II,0.5800,0.908707
SIM00508,39.078410,7.97504818,9.04297470,0.136445,AGN flare,0.6700,0.811148
SIM00509,3.640372,0.24916872,0.22622703,-0.104873,SN II,0.5800,0.571125
SIM00510,42.923650,3.65200416,3.32156464,-0.102971,SN II,0.5800,0.343409
SIM00511,39.944581,0.88269080,1.03723105,0.175167,SN II,0.5800,0.447345
SIM00512,4.749089,0.30487835,0.33735940,0.109916,SN II,0.5800,0.416377
SIM00513,24.319053,2.98241496,2.32621660,-0.269795,SN II,0.5800,0.180502
SIM00514,40.159708,1.83545629,2.39255683,0.287796,SN II,0.5800,0.253490
SIM00515,5.178448,0.25866348,0.26965514,0.045184,SN II,0.5800,0.554021
SIM00516,10.968393,0.76724210,0.81268513,0.062475,SN II,0.5800,0.588456
SIM00517,4.530060,0.11995709,0.12087707,0.008295,SN II,0.5800,0.863477
SIM00518,25.224764,5.28530846,4.12375298,-0.269444,SN II,0.5800,0.990658
SIM00519,32.750372,2.45505309,2.39213971,-0.028186,SN II,0.5800,0.171255
SIM00520,43.241465,4.53281056,3.60703683,-0.248042,AGN flare,0.6700,0.776164
SIM00521,3.532400,0.09941256,0.07064453,-0.370907,SN II,0.5800,0.594308
SIM00522,10.377883,1.14612626,1.14404351,-0.001975,SN II,0.5800,0.888627
SIM00523,28.331494,5.17927759,6.95190307,0.319586,SN II,0.5800,0.870774
SIM00524,8.392223,0.89017548,1.09895086,0.228757,SN II,0.5800,0.680520
SIM00525,37.327741,1.53375709,1.86516297,0.212401,SN II,0.5800,0.948030
SIM00526,32.758277,1.71124082,1.31723054,-0.284123,SN II,0.5800,0.548833
SIM00527,36.332925,2.68925737,3.15356434,0.172923,SN II,0.5800,0.254602
SIM00528,9.498511,1.37668058,1.52393184,0.110331,SN II,0.5800,0.113576
SIM00529,1.922094,0.03785266,0.03140590,-0.202713,kilonova,0.7200,0.554246
SIM00530,13.761540,1.92415284,1.54118696,-0.240961,SN II,0.5800,0.875403
SIM00531,24.691080,5.35153003,7.30021761,0.337145,SN Ia,0.9100,0.013801
SIM00532,16.064193,1.29744180,1.70112934,0.294124,SN Ia,0.9100,0.800454
SIM00533,2.560190,0.07844582,0.09222550,0.175703,SN II,0.5800,0.392565
SIM00534,21.933307,2.48363231,2.42251325,-0.027053,SN Ia,0.9100,0.873020
SIM00535,27.877205,1.29530495,1.10284860,-0.174640,SN II,0.5800,0.893985
SIM00536,26.925826,0.89780453,0.85532902,-0.052621,SN II,0.5800,0.467760
SIM00537,26.389868,2.33101274,1.64147972,-0.380773,SN II,0.5800,0.579162
SIM00538,15.686295,0.87500849,1.21668040,0.357911,SN Ia,0.9100,0.045381
SIM00539,7.416461,0.60008102,0.53487421,-0.124896,SN II,0.5800,0.500002
SIM00540,12.530975,1.80064946,2.46665998,0.341700,SN Ia,0.9100,0.992183
SIM00541,2.500910,0.12456495,0.16326328,0.293732,SN II,0.5800,0.774298
SIM00542,28.856480,3.24148883,2.90796716,-0.117888,SN II,0.5800,0.795315
SIM00543,39.403795,6.06366320,5.53489436,-0.099064,AGN flare,0.6700,0.763332
SIM00544,33.539412,3.94716225,3.73125588,-0.061075,SN II,0.5800,0.550740
SIM00545,18.862348,1.00274326,0.92878090,-0.083191,SN Ia,0.9100,0.988421
SIM00546,22.184513,1.74542473,1.50869324,-0.158250,SN Ia,0.9100,0.349236
SIM00547,6.967283,0.36183512,0.36805464,0.018504,SN II,0.5800,0.445518
SIM00548,26.023984,1.49498776,1.11590027,-0.317531,SN II,0.5800,0.301489
SIM00549,14.573842,2.66985769,3.62086292,0.330810,SN Ia,0.9100,0.340467
SIM00550,41.533875,1.75253865,1.44605537,-0.208707,SN II,0.5800,0.580481
SIM00551,44.448339,3.45448114,3.45375157,-0.000229,SN II,0.5800,0.868307
SIM00552,3.980871,0.31335919,0.27986435,-0.122737,SN II,0.5800,0.257539
SIM00553,2.015168,0.02472249,0.02949582,0.191671,SN II,0.5800,0.218314
SIM00554,18.581237,1.87081458,2.44113292,0.288902,SN Ia,0.9100,0.648094
SIM00555,9.655281,2.14116230,2.39963309,0.123738,SN II,0.5800,0.079308
SIM00556,36.616688,3.89754835,3.10114586,-0.248173,SN II,0.5800,0.188177
SIM00557,24.625335,5.38530049,7.24872998,0.322630,SN Ia,0.9100,0.212226
SIM00558,15.377006,3.23850504,3.18579025,-0.017818,SN Ia,0.9100,0.678964
SIM00559,15.862092,0.92346771,0.67581668,-0.338982,SN II,0.5800,0.626311
SIM00560,15.718867,2.41015800,2.12072734,-0.138902,SN Ia,0.9100,0.463378
SIM00561,1.598403,0.05903369,0.08213164,0.358526,SN II,0.5800,0.056018
SIM00562,28.014574,3.35038884,2.56443484,-0.290259,SN II,0.5800,0.156191
SIM00563,7.276954,0.44401933,0.56382112,0.259349,SN II,0.5800,0.423231
SIM00564,24.701080,3.75388055,4.35507033,0.161287,SN Ia,0.9100,0.601569
SIM00565,15.556932,1.96169652,2.35011213,0.196142,SN Ia,0.9100,0.763309
SIM00566,35.143634,3.42079961,4.73496610,0.352973,AGN flare,0.6700,0.453161
SIM00567,13.243562,2.73464882,2.16667660,-0.252769,SN II,0.5800,0.009040
SIM00568,21.933598,4.69418005,4.47707030,-0.051415,SN Ia,0.9100,0.989525
SIM00569,11.039377,0.88397520,0.63607838,-0.357324,SN II,0.5800,0.134143
SIM00570,3.647317,0.19501500,0.16133075,-0.205877,SN II,0.5800,0.939747
SIM00571,17.086812,0.84757901,1.03101444,0.212711,SN Ia,0.9100,0.921457
SIM00572,8.131518,0.46650486,0.40577052,-0.151439,SN II,0.5800,0.982331
SIM00573,22.953246,2.89798770,3.65254850,0.251249,SN Ia,0.9100,0.460099
SIM00574,15.248597,1.64455093,1.99544869,0.209983,SN Ia,0.9100,0.065439
SIM00575,29.400231,4.24599456,3.15048495,-0.324005,SN II,0.5800,0.564201
SIM00576,19.036805,6.13171127,6.98393287,0.141296,SN Ia,0.9100,0.224083
SIM00577,12.084866,1.00401366,0.86542611,-0.161274,SN Ia,0.9100,0.203205
SIM00578,34.403367,2.97648595,4.15522827,0.362228,AGN flare,0.6700,0.216609
SIM00579,26.059024,2.74640755,3.59363358,0.291922,SN II,0.5800,0.267276
SIM00580,34.067739,3.44070950,3.20698123,-0.076379,SN II,0.5800,0.485551
SIM00581,40.202661,2.34934014,2.62730105,0.121410,SN II,0.5800,0.453048
SIM00582,26.485866,3.11136892,4.10233439,0.300199,SN II,0.5800,0.360364
SIM00583,35.311854,2.96809835,3.87270600,0.288841,SN II,0.5800,0.994823
SIM00584,14.094520,0.43385694,0.59960569,0.351298,SN Ia,0.9100,0.009426
SIM00585,41.110712,2.40221840,1.84558566,-0.286196,SN II,0.5800,0.168742
SIM00586,31.041861,1.38119029,1.85487237,0.320151,SN II,0.5800,0.716357
SIM00587,39.805858,2.25288070,1.94700257,-0.158429,SN II,0.5800,0.792111
SIM00588,31.336160,1.50819774,1.30027778,-0.161055,SN II,0.5800,0.430496
SIM00589,5.614207,0.27829508,0.25646095,-0.088711,SN II,0.5800,0.878572
SIM00590,6.300399,0.28317991,0.28316075,-0.000073,SN II,0.5800,0.178981
SIM00591,31.157184,2.49954294,2.62579524,0.053501,SN II,0.5800,0.112363
SIM00592,16.557199,3.44948820,3.25841798,-0.061870,SN Ia,0.9100,0.215137
SIM00593,43.570028,5.89385643,5.25190348,-0.125207,AGN flare,0.6700,0.177220
SIM00594,12.644524,0.35543670,0.37538591,0.059289,SN Ia,0.9100,0.408122
SIM00595,25.491271,1.11198055,1.31402861,0.181269,SN II,0.5800,0.653114
SIM00596,24.934662,4.15677925,5.76816713,0.355702,SN Ia,0.9100,0.874074
SIM00597,32.581430,2.31370887,2.29844855,-0.007185,SN II,0.5800,0.972936
SIM00598,18.031416,1.94253854,1.55429525,-0.242090,SN II,0.5800,0.998355
SIM00599,1.231043,0.03693087,0.03243512,-0.140935,kilonova,0.7200,0.610908
SIM00600,17.586600,1.08211345,0.84547231,-0.267934,SN II,0.5800,0.843057
SIM00601,35.494564,2.28512474,2.71000383,0.185150,SN II,0.5800,0.324373
SIM00602,29.433835,2.76203419,3.81196389,0.349799,SN II,0.5800,0.000932
SIM00603,33.833084,4.84009194,5.39479418,0.117803,AGN flare,0.6700,0.994749
SIM00604,11.315120,2.06332059,1.99148603,-0.038474,SN II,0.5800,0.712173
SIM00605,18.315050,3.00310989,3.52577700,0.174209,SN Ia,0.9100,0.322137
SIM00606,28.671626,2.34363476,2.64540670,0.131506,SN II,0.5800,0.264930
SIM00607,40.984870,3.95195975,4.21053770,0.068813,AGN flare,0.6700,0.476618
SIM00608,10.733857,1.09934214,1.17643329,0.073586,SN II,0.5800,0.523932
SIM00609,24.208867,2.97818082,2.44403384,-0.214610,SN II,0.5800,0.821885
SIM00610,21.253146,4.74031821,6.28479539,0.306209,SN Ia,0.9100,0.867781
SIM00611,2.903403,0.14065728,0.17897788,0.261593,SN II,0.5800,0.123034
SIM00612,7.769154,0.27290152,0.25916164,-0.056088,SN II,0.5800,0.803213
SIM00613,23.939520,1.49560122,1.46102858,-0.025393,SN Ia,0.9100,0.996962
SIM00614,31.580690,3.08001281,3.87711130,0.249889,SN II,0.5800,0.758803
SIM00615,7.594743,0.72971588,0.77677206,0.067850,SN II,0.5800,0.237629
SIM00616,17.314047,1.67779487,1.19532266,-0.368134,SN II,0.5800,0.200853
SIM00617,26.104199,0.93805128,1.12821901,0.200417,SN II,0.5800,0.274595
